index,Month,Parameter,Main-Sector,Sub-Sector,Industry,Value,Upload_Date,rank
11.00,31-12-2024,Amount of Issue Size,Industrials,Capital Goods,Aerospace & Defense,599.07,17-01-2025,1.00
12.00,31-12-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,74.69,17-01-2025,1.00
13.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,Automobile and Auto Components,Auto Components,"1,250.00",17-01-2025,1.00
14.00,31-12-2024,Amount of Issue Size,Financial Services,Financial Services,Capital Markets,840.25,17-01-2025,1.00
15.00,31-12-2024,Amount of Issue Size,Commodities,Chemicals,Chemicals & Petrochemicals,2.94,17-01-2025,1.00
16.00,31-12-2024,Amount of Issue Size,Services,Services,Commercial Services & Supplies,"4,375.96",17-01-2025,1.00
17.00,31-12-2024,Amount of Issue Size,Industrials,Construction,Construction,118.60,17-01-2025,1.00
18.00,31-12-2024,Amount of Issue Size,Industrials,Capital Goods,Electrical Equipment,948.92,17-01-2025,1.00
19.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,19.95,17-01-2025,1.00
20.00,31-12-2024,Amount of Issue Size,Commodities,Chemicals,Fertilizers & Agrochemicals,"3,376.53",17-01-2025,1.00
21.00,31-12-2024,Amount of Issue Size,Financial Services,Financial Services,Finance,141.90,17-01-2025,1.00
22.00,31-12-2024,Amount of Issue Size,Financial Services,Financial Services,Financial Technology (Fintech),572.00,17-01-2025,1.00
23.00,31-12-2024,Amount of Issue Size,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,47.42,17-01-2025,1.00
24.00,31-12-2024,Amount of Issue Size,Healthcare,Healthcare,Healthcare Services,846.25,17-01-2025,1.00
25.00,31-12-2024,Amount of Issue Size,Information Technology,Information Technology,IT - Services,"2,497.92",17-01-2025,1.00
26.00,31-12-2024,Amount of Issue Size,Information Technology,Information Technology,IT - Software,26.80,17-01-2025,1.00
27.00,31-12-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Manufacturing,179.35,17-01-2025,1.00
28.00,31-12-2024,Amount of Issue Size,Industrials,Capital Goods,Industrial Products,128.65,17-01-2025,1.00
29.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,Consumer Services,Leisure Services,"1,629.42",17-01-2025,1.00
30.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,"Media, Entertainment & Publication",Media,58.06,17-01-2025,1.00
31.00,31-12-2024,Amount of Issue Size,Utilities,Utilities,Other Utilities,500.32,17-01-2025,1.00
32.00,31-12-2024,Amount of Issue Size,Others,Others,Others,735.05,17-01-2025,1.00
33.00,31-12-2024,Amount of Issue Size,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,"3,624.73",17-01-2025,1.00
34.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,Consumer Services,Retailing,"8,000.00",17-01-2025,1.00
35.00,31-12-2024,Amount of Issue Size,Consumer Discretionary,Textiles,Textiles & Apparels,582.81,17-01-2025,1.00
36.00,30-11-2024,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,17-01-2025,1.00
37.00,30-11-2024,No of Issues,Services,Services,Commercial Services & Supplies,2.00,17-01-2025,1.00
38.00,30-11-2024,No of Issues,Industrials,Construction,Construction,1.00,17-01-2025,1.00
39.00,30-11-2024,No of Issues,Consumer Discretionary,Consumer Durables,Consumer Durables,1.00,17-01-2025,1.00
40.00,30-11-2024,No of Issues,Information Technology,Information Technology,IT - Services,2.00,17-01-2025,1.00
41.00,30-11-2024,No of Issues,Others,Others,Others,4.00,17-01-2025,1.00
42.00,30-11-2024,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,1.00,17-01-2025,1.00
43.00,30-11-2024,No of Issues,Utilities,Power,Power,1.00,17-01-2025,1.00
44.00,30-11-2024,No of Issues,Consumer Discretionary,Realty,Realty,1.00,17-01-2025,1.00
45.00,30-11-2024,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,17-01-2025,1.00
46.00,30-11-2024,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,3.00,17-01-2025,1.00
47.00,31-12-2024,No of Issues,Industrials,Capital Goods,Aerospace & Defense,2.00,17-01-2025,1.00
48.00,31-12-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,3.00,17-01-2025,1.00
49.00,31-12-2024,No of Issues,Consumer Discretionary,Automobile and Auto Components,Auto Components,1.00,17-01-2025,1.00
50.00,31-12-2024,No of Issues,Financial Services,Financial Services,Capital Markets,1.00,17-01-2025,1.00
51.00,31-12-2024,No of Issues,Commodities,Chemicals,Chemicals & Petrochemicals,1.00,17-01-2025,1.00
52.00,31-12-2024,No of Issues,Services,Services,Commercial Services & Supplies,5.00,17-01-2025,1.00
53.00,31-12-2024,No of Issues,Industrials,Construction,Construction,3.00,17-01-2025,1.00
54.00,31-12-2024,No of Issues,Industrials,Capital Goods,Electrical Equipment,2.00,17-01-2025,1.00
55.00,31-12-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,1.00,17-01-2025,1.00
56.00,31-12-2024,No of Issues,Commodities,Chemicals,Fertilizers & Agrochemicals,1.00,17-01-2025,1.00
57.00,31-12-2024,No of Issues,Financial Services,Financial Services,Finance,3.00,17-01-2025,1.00
58.00,31-12-2024,No of Issues,Financial Services,Financial Services,Financial Technology (Fintech),1.00,17-01-2025,1.00
59.00,31-12-2024,No of Issues,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,1.00,17-01-2025,1.00
60.00,31-12-2024,No of Issues,Healthcare,Healthcare,Healthcare Services,1.00,17-01-2025,1.00
61.00,31-12-2024,No of Issues,Information Technology,Information Technology,IT - Services,1.00,17-01-2025,1.00
62.00,31-12-2024,No of Issues,Information Technology,Information Technology,IT - Software,1.00,17-01-2025,1.00
63.00,31-12-2024,No of Issues,Industrials,Capital Goods,Industrial Manufacturing,1.00,17-01-2025,1.00
64.00,31-12-2024,No of Issues,Industrials,Capital Goods,Industrial Products,3.00,17-01-2025,1.00
65.00,31-12-2024,No of Issues,Consumer Discretionary,Consumer Services,Leisure Services,2.00,17-01-2025,1.00
66.00,31-12-2024,No of Issues,Consumer Discretionary,"Media, Entertainment & Publication",Media,2.00,17-01-2025,1.00
67.00,31-12-2024,No of Issues,Utilities,Utilities,Other Utilities,1.00,17-01-2025,1.00
68.00,31-12-2024,No of Issues,Others,Others,Others,8.00,17-01-2025,1.00
69.00,31-12-2024,No of Issues,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,2.00,17-01-2025,1.00
70.00,31-12-2024,No of Issues,Consumer Discretionary,Consumer Services,Retailing,1.00,17-01-2025,1.00
71.00,31-12-2024,No of Issues,Consumer Discretionary,Textiles,Textiles & Apparels,2.00,17-01-2025,1.00
